"","Frequency","File.Size","Record.Size","Num.Threads","Test","disnumcomp","disname"
"1017750",2.8,4,4,32,"readers","3","lnormcomp"
"1017751",2.8,4,4,32,"re-readers","2","lnormcomp"
"1017950",2.8,4,4,40,"readers","5","lnormcomp"
"1017951",2.8,4,4,40,"re-readers","2","lnormcomp"
"1018150",2.8,4,4,48,"readers","4","lnormcomp"
"1018151",2.8,4,4,48,"re-readers","2","lnormcomp"
"1018350",2.8,4,4,56,"readers","5","lnormcomp"
"1018351",2.8,4,4,56,"re-readers","5","lnormcomp"
"1018550",2.8,4,4,64,"readers","5","lnormcomp"
"1018551",2.8,4,4,64,"re-readers","2","lnormcomp"
"1018750",2.8,16,4,1,"readers","5","normcomp"
"1018751",2.8,16,4,1,"re-readers","5","lnormcomp"
"1018950",2.8,16,4,8,"readers","5","lnormcomp"
"1018951",2.8,16,4,8,"re-readers","4","normcomp"
"1019150",2.8,16,4,16,"readers","2","lnormcomp"
"1019151",2.8,16,4,16,"re-readers","2","lnormcomp"
"1019350",2.8,16,4,24,"readers","2","lnormcomp"
"1019351",2.8,16,4,24,"re-readers","2","lnormcomp"
"1019550",2.8,16,4,32,"readers","2","lnormcomp"
"1019551",2.8,16,4,32,"re-readers","2","lnormcomp"
"1019750",2.8,16,4,40,"readers","2","lnormcomp"
"1019751",2.8,16,4,40,"re-readers","2","lnormcomp"
"1019950",2.8,16,4,48,"readers","2","lnormcomp"
"1019951",2.8,16,4,48,"re-readers","2","lnormcomp"
"1020150",2.8,16,4,56,"readers","2","lnormcomp"
"1020151",2.8,16,4,56,"re-readers","2","lnormcomp"
"1020350",2.8,16,4,64,"readers","2","lnormcomp"
"1020351",2.8,16,4,64,"re-readers","2","lnormcomp"
"1020550",2.8,16,8,1,"readers","5","lnormcomp"
"1020551",2.8,16,8,1,"re-readers","4","lnormcomp"
"1020750",2.8,16,8,8,"readers","4","lnormcomp"
"1020751",2.8,16,8,8,"re-readers","4","normcomp"
"1020950",2.8,16,8,16,"readers","5","lnormcomp"
"1020951",2.8,16,8,16,"re-readers","2","lnormcomp"
"1021150",2.8,16,8,24,"readers","2","lnormcomp"
"1021151",2.8,16,8,24,"re-readers","2","lnormcomp"
"1021350",2.8,16,8,32,"readers","3","lnormcomp"
"1021351",2.8,16,8,32,"re-readers","3","lnormcomp"
"1021550",2.8,16,8,40,"readers","2","lnormcomp"
"1021551",2.8,16,8,40,"re-readers","2","lnormcomp"
"1021750",2.8,16,8,48,"readers","2","lnormcomp"
"1021751",2.8,16,8,48,"re-readers","2","lnormcomp"
"1021950",2.8,16,8,56,"readers","2","lnormcomp"
"1021951",2.8,16,8,56,"re-readers","2","lnormcomp"
"1022150",2.8,16,8,64,"readers","2","lnormcomp"
"1022151",2.8,16,8,64,"re-readers","2","lnormcomp"
"1022350",2.8,16,16,1,"readers","5","lnormcomp"
"1022351",2.8,16,16,1,"re-readers","4","normcomp"
"1022550",2.8,16,16,8,"readers","4","lnormcomp"
"1022551",2.8,16,16,8,"re-readers","5","lnormcomp"
"1022750",2.8,16,16,16,"readers","2","lnormcomp"
"1022751",2.8,16,16,16,"re-readers","3","lnormcomp"
"1022950",2.8,16,16,24,"readers","3","lnormcomp"
"1022951",2.8,16,16,24,"re-readers","4","lnormcomp"
"1023150",2.8,16,16,32,"readers","2","lnormcomp"
"1023151",2.8,16,16,32,"re-readers","5","lnormcomp"
"1023350",2.8,16,16,40,"readers","3","lnormcomp"
"1023351",2.8,16,16,40,"re-readers","4","lnormcomp"
"1023550",2.8,16,16,48,"readers","3","lnormcomp"
"1023551",2.8,16,16,48,"re-readers","2","lnormcomp"
"1023750",2.8,16,16,56,"readers","4","lnormcomp"
"1023751",2.8,16,16,56,"re-readers","5","lnormcomp"
"1023950",2.8,16,16,64,"readers","4","normcomp"
"1023951",2.8,16,16,64,"re-readers","5","lnormcomp"
"1024150",2.8,64,4,1,"readers","4","lnormcomp"
"1024151",2.8,64,4,1,"re-readers","5","lnormcomp"
"1024350",2.8,64,4,8,"readers","5","normcomp"
"1024351",2.8,64,4,8,"re-readers","4","normcomp"
"1024550",2.8,64,4,16,"readers","2","weibullcomp"
"1024551",2.8,64,4,16,"re-readers","2","weibullcomp"
"1024750",2.8,64,4,24,"readers","2","lnormcomp"
"1024751",2.8,64,4,24,"re-readers","2","lnormcomp"
"1024950",2.8,64,4,32,"readers","2","lnormcomp"
"1024951",2.8,64,4,32,"re-readers","2","gammacomp"
"1025150",2.8,64,4,40,"readers","3","lnormcomp"
"1025151",2.8,64,4,40,"re-readers","3","lnormcomp"
"1025350",2.8,64,4,48,"readers","3","lnormcomp"
"1025351",2.8,64,4,48,"re-readers","2","lnormcomp"
"1025550",2.8,64,4,56,"readers","3","lnormcomp"
"1025551",2.8,64,4,56,"re-readers","2","lnormcomp"
"1025750",2.8,64,4,64,"readers","3","lnormcomp"
"1025751",2.8,64,4,64,"re-readers","2","weibullcomp"
"1025950",2.8,64,8,1,"readers","5","lnormcomp"
"1025951",2.8,64,8,1,"re-readers","5","lnormcomp"
"1026150",2.8,64,8,8,"readers","2","lnormcomp"
"1026151",2.8,64,8,8,"re-readers","4","normcomp"
"1026350",2.8,64,8,16,"readers","3","normcomp"
"1026351",2.8,64,8,16,"re-readers","4","lnormcomp"
"1026550",2.8,64,8,24,"readers","3","lnormcomp"
"1026551",2.8,64,8,24,"re-readers","2","lnormcomp"
"1026750",2.8,64,8,32,"readers","2","lnormcomp"
"1026751",2.8,64,8,32,"re-readers","2","lnormcomp"
"1026950",2.8,64,8,40,"readers","2","lnormcomp"
"1026951",2.8,64,8,40,"re-readers","2","lnormcomp"
"1027150",2.8,64,8,48,"readers","2","lnormcomp"
"1027151",2.8,64,8,48,"re-readers","2","lnormcomp"
"1027350",2.8,64,8,56,"readers","2","lnormcomp"
"1027351",2.8,64,8,56,"re-readers","3","lnormcomp"
"1027550",2.8,64,8,64,"readers","2","lnormcomp"
"1027551",2.8,64,8,64,"re-readers","4","normcomp"
"1027750",2.8,64,16,1,"readers","5","lnormcomp"
"1027751",2.8,64,16,1,"re-readers","4","lnormcomp"
"1027950",2.8,64,16,8,"readers","3","normcomp"
"1027951",2.8,64,16,8,"re-readers","3","normcomp"
"1028150",2.8,64,16,16,"readers","2","gammacomp"
"1028151",2.8,64,16,16,"re-readers","2","gammacomp"
"1028350",2.8,64,16,24,"readers","2","lnormcomp"
"1028351",2.8,64,16,24,"re-readers","2","lnormcomp"
"1028550",2.8,64,16,32,"readers","4","lnormcomp"
"1028551",2.8,64,16,32,"re-readers","2","lnormcomp"
"1028750",2.8,64,16,40,"readers","2","lnormcomp"
"1028751",2.8,64,16,40,"re-readers","2","lnormcomp"
"1028950",2.8,64,16,48,"readers","2","lnormcomp"
"1028951",2.8,64,16,48,"re-readers","3","lnormcomp"
"1029150",2.8,64,16,56,"readers","2","lnormcomp"
"1029151",2.8,64,16,56,"re-readers","2","lnormcomp"
"1029350",2.8,64,16,64,"readers","2","lnormcomp"
"1029351",2.8,64,16,64,"re-readers","3","lnormcomp"
"1029550",2.8,64,32,1,"readers","3","lnormcomp"
"1029551",2.8,64,32,1,"re-readers","5","normcomp"
"1029750",2.8,64,32,8,"readers","4","lnormcomp"
"1029751",2.8,64,32,8,"re-readers","4","normcomp"
"1029950",2.8,64,32,16,"readers","4","normcomp"
"1029951",2.8,64,32,16,"re-readers","2","lnormcomp"
"1030150",2.8,64,32,24,"readers","2","lnormcomp"
"1030151",2.8,64,32,24,"re-readers","2","lnormcomp"
"1030350",2.8,64,32,32,"readers","2","lnormcomp"
"1030351",2.8,64,32,32,"re-readers","2","lnormcomp"
"1030550",2.8,64,32,40,"readers","2","lnormcomp"
"1030551",2.8,64,32,40,"re-readers","2","lnormcomp"
"1030750",2.8,64,32,48,"readers","2","lnormcomp"
"1030751",2.8,64,32,48,"re-readers","2","lnormcomp"
"1030950",2.8,64,32,56,"readers","2","lnormcomp"
"1030951",2.8,64,32,56,"re-readers","2","lnormcomp"
"1031150",2.8,64,32,64,"readers","2","lnormcomp"
"1031151",2.8,64,32,64,"re-readers","2","lnormcomp"
"1031350",2.8,64,64,1,"readers","5","normcomp"
"1031351",2.8,64,64,1,"re-readers","5","normcomp"
"1031550",2.8,64,64,8,"readers","4","normcomp"
"1031551",2.8,64,64,8,"re-readers","5","normcomp"
"1031750",2.8,64,64,16,"readers","2","lnormcomp"
"1031751",2.8,64,64,16,"re-readers","5","normcomp"
"1031950",2.8,64,64,24,"readers","3","lnormcomp"
"1031951",2.8,64,64,24,"re-readers","4","lnormcomp"
"1032150",2.8,64,64,32,"readers","4","lnormcomp"
"1032151",2.8,64,64,32,"re-readers","3","lnormcomp"
"1032350",2.8,64,64,40,"readers","2","lnormcomp"
"1032351",2.8,64,64,40,"re-readers","4","lnormcomp"
"1032550",2.8,64,64,48,"readers","2","lnormcomp"
"1032551",2.8,64,64,48,"re-readers","5","normcomp"
"1032750",2.8,64,64,56,"readers","4","lnormcomp"
"1032751",2.8,64,64,56,"re-readers","5","lnormcomp"
"1032950",2.8,64,64,64,"readers","2","lnormcomp"
"1032951",2.8,64,64,64,"re-readers","4","lnormcomp"
"1033150",2.8,256,4,1,"readers","5","lnormcomp"
"1033151",2.8,256,4,1,"re-readers","5","normcomp"
"1033350",2.8,256,4,8,"readers","2","gammacomp"
"1033351",2.8,256,4,8,"re-readers","2","lnormcomp"
"1033550",2.8,256,4,16,"readers","2","weibullcomp"
"1033551",2.8,256,4,16,"re-readers","2","gammacomp"
"1033750",2.8,256,4,24,"readers","2","lnormcomp"
"1033751",2.8,256,4,24,"re-readers","2","gammacomp"
"1033950",2.8,256,4,32,"readers","2","gammacomp"
"1033951",2.8,256,4,32,"re-readers","2","gammacomp"
"1034150",2.8,256,4,40,"readers","2","lnormcomp"
"1034151",2.8,256,4,40,"re-readers","2","gammacomp"
"1034350",2.8,256,4,48,"readers","2","lnormcomp"
"1034351",2.8,256,4,48,"re-readers","3","gammacomp"
"1034550",2.8,256,4,56,"readers","2","lnormcomp"
"1034551",2.8,256,4,56,"re-readers","3","lnormcomp"
"1034750",2.8,256,4,64,"readers","2","lnormcomp"
"1034751",2.8,256,4,64,"re-readers","3","lnormcomp"
"1034950",2.8,256,8,1,"readers","5","normcomp"
"1034951",2.8,256,8,1,"re-readers","5","normcomp"
"1035150",2.8,256,8,8,"readers","3","gammacomp"
"1035151",2.8,256,8,8,"re-readers","3","lnormcomp"
"1035350",2.8,256,8,16,"readers","4","lnormcomp"
"1035351",2.8,256,8,16,"re-readers","5","normcomp"
"1035550",2.8,256,8,24,"readers","3","lnormcomp"
"1035551",2.8,256,8,24,"re-readers","2","gammacomp"
"1035750",2.8,256,8,32,"readers","2","lnormcomp"
"1035751",2.8,256,8,32,"re-readers","2","gammacomp"
"1035950",2.8,256,8,40,"readers","2","lnormcomp"
"1035951",2.8,256,8,40,"re-readers","2","lnormcomp"
"1036150",2.8,256,8,48,"readers","2","lnormcomp"
"1036151",2.8,256,8,48,"re-readers","2","lnormcomp"
"1036350",2.8,256,8,56,"readers","2","lnormcomp"
"1036351",2.8,256,8,56,"re-readers","2","lnormcomp"
"1036550",2.8,256,8,64,"readers","2","lnormcomp"
"1036551",2.8,256,8,64,"re-readers","4","lnormcomp"
"1036750",2.8,256,16,1,"readers","5","lnormcomp"
"1036751",2.8,256,16,1,"re-readers","5","normcomp"
"1036950",2.8,256,16,8,"readers","2","lnormcomp"
"1036951",2.8,256,16,8,"re-readers","2","lnormcomp"
"1037150",2.8,256,16,16,"readers","4","lnormcomp"
"1037151",2.8,256,16,16,"re-readers","4","lnormcomp"
"1037350",2.8,256,16,24,"readers","2","lnormcomp"
"1037351",2.8,256,16,24,"re-readers","2","gammacomp"
"1037550",2.8,256,16,32,"readers","2","lnormcomp"
"1037551",2.8,256,16,32,"re-readers","2","lnormcomp"
"1037750",2.8,256,16,40,"readers","2","lnormcomp"
"1037751",2.8,256,16,40,"re-readers","2","gammacomp"
"1037950",2.8,256,16,48,"readers","2","lnormcomp"
"1037951",2.8,256,16,48,"re-readers","2","gammacomp"
"1038150",2.8,256,16,56,"readers","2","lnormcomp"
"1038151",2.8,256,16,56,"re-readers","3","lnormcomp"
"1038350",2.8,256,16,64,"readers","2","lnormcomp"
"1038351",2.8,256,16,64,"re-readers","2","gammacomp"
"1038550",2.8,256,32,1,"readers","5","normcomp"
"1038551",2.8,256,32,1,"re-readers","5","normcomp"
"1038750",2.8,256,32,8,"readers","3","lnormcomp"
"1038751",2.8,256,32,8,"re-readers","2","weibullcomp"
"1038950",2.8,256,32,16,"readers","4","normcomp"
"1038951",2.8,256,32,16,"re-readers","4","normcomp"
"1039150",2.8,256,32,24,"readers","2","lnormcomp"
"1039151",2.8,256,32,24,"re-readers","2","gammacomp"
"1039350",2.8,256,32,32,"readers","2","lnormcomp"
"1039351",2.8,256,32,32,"re-readers","2","weibullcomp"
"1039550",2.8,256,32,40,"readers","2","lnormcomp"
"1039551",2.8,256,32,40,"re-readers","2","gammacomp"
"1039750",2.8,256,32,48,"readers","4","lnormcomp"
"1039751",2.8,256,32,48,"re-readers","2","lnormcomp"
"1039950",2.8,256,32,56,"readers","2","lnormcomp"
"1039951",2.8,256,32,56,"re-readers","3","lnormcomp"
"1040150",2.8,256,32,64,"readers","2","lnormcomp"
"1040151",2.8,256,32,64,"re-readers","2","lnormcomp"
"1040350",2.8,256,64,1,"readers","5","lnormcomp"
"1040351",2.8,256,64,1,"re-readers","5","normcomp"
"1040550",2.8,256,64,8,"readers","2","lnormcomp"
"1040551",2.8,256,64,8,"re-readers","2","lnormcomp"
"1040750",2.8,256,64,16,"readers","3","gammacomp"
"1040751",2.8,256,64,16,"re-readers","5","normcomp"
"1040950",2.8,256,64,24,"readers","2","gammacomp"
"1040951",2.8,256,64,24,"re-readers","2","gammacomp"
"1041150",2.8,256,64,32,"readers","2","weibullcomp"
"1041151",2.8,256,64,32,"re-readers","2","gammacomp"
"1041350",2.8,256,64,40,"readers","3","lnormcomp"
"1041351",2.8,256,64,40,"re-readers","2","weibullcomp"
"1041550",2.8,256,64,48,"readers","2","gammacomp"
"1041551",2.8,256,64,48,"re-readers","2","weibullcomp"
"1041634",2.8,256,64,56,"readers","2","lnormcomp"
"1041635",2.8,256,64,56,"re-readers","2","gammacomp"
"1041834",2.8,256,64,64,"readers","2","lnormcomp"
"1041835",2.8,256,64,64,"re-readers","2","weibullcomp"
"1042034",2.8,256,128,1,"readers","5","normcomp"
"1042035",2.8,256,128,1,"re-readers","5","normcomp"
"1042234",2.8,256,128,8,"readers","2","lnormcomp"
"1042235",2.8,256,128,8,"re-readers","2","lnormcomp"
"1042434",2.8,256,256,1,"readers","3","lnormcomp"
"1042435",2.8,256,256,1,"re-readers","5","normcomp"
"1042554",2.8,256,128,16,"readers","4","normcomp"
"1042555",2.8,256,128,16,"re-readers","4","lnormcomp"
"1042754",2.8,256,128,24,"readers","2","lnormcomp"
"1042755",2.8,256,128,24,"re-readers","2","lnormcomp"
"1042954",2.8,256,128,32,"readers","2","lnormcomp"
"1042955",2.8,256,128,32,"re-readers","2","lnormcomp"
"1043154",2.8,256,128,40,"readers","2","lnormcomp"
"1043155",2.8,256,128,40,"re-readers","2","lnormcomp"
"1043354",2.8,256,128,48,"readers","2","lnormcomp"
"1043355",2.8,256,128,48,"re-readers","2","lnormcomp"
"1043554",2.8,256,128,56,"readers","5","normcomp"
"1043555",2.8,256,128,56,"re-readers","2","gammacomp"
"1043754",2.8,256,128,64,"readers","2","lnormcomp"
"1043755",2.8,256,128,64,"re-readers","3","lnormcomp"
"1044150",2.8,256,256,8,"readers","3","lnormcomp"
"1044151",2.8,256,256,8,"re-readers","2","lnormcomp"
"1044350",2.8,256,256,16,"readers","5","lnormcomp"
"1044351",2.8,256,256,16,"re-readers","5","normcomp"
"1044550",2.8,256,256,24,"readers","2","lnormcomp"
"1044551",2.8,256,256,24,"re-readers","4","normcomp"
"1044750",2.8,256,256,32,"readers","2","lnormcomp"
"1044751",2.8,256,256,32,"re-readers","3","lnormcomp"
"1044950",2.8,256,256,40,"readers","2","lnormcomp"
"1044951",2.8,256,256,40,"re-readers","4","lnormcomp"
"1045150",2.8,256,256,48,"readers","2","lnormcomp"
"1045151",2.8,256,256,48,"re-readers","4","lnormcomp"
"1045350",2.8,256,256,56,"readers","2","lnormcomp"
"1045351",2.8,256,256,56,"re-readers","3","lnormcomp"
"1045550",2.8,256,256,64,"readers","2","lnormcomp"
"1045551",2.8,256,256,64,"re-readers","2","lnormcomp"
"1045750",2.8,1024,4,1,"readers","5","normcomp"
"1045751",2.8,1024,4,1,"re-readers","5","normcomp"
"1045950",2.8,1024,4,8,"readers","3","normcomp"
"1045951",2.8,1024,4,8,"re-readers","2","normcomp"
"1046150",2.8,1024,4,16,"readers","3","gammacomp"
"1046151",2.8,1024,4,16,"re-readers","2","gammacomp"
"1046350",2.8,1024,4,24,"readers","2","gammacomp"
"1046351",2.8,1024,4,24,"re-readers","2","gammacomp"
"1046550",2.8,1024,4,32,"readers","2","lnormcomp"
"1046551",2.8,1024,4,32,"re-readers","2","gammacomp"
"1046750",2.8,1024,4,40,"readers","3","lnormcomp"
"1046751",2.8,1024,4,40,"re-readers","2","gammacomp"
"1046950",2.8,1024,4,48,"readers","2","lnormcomp"
"1046951",2.8,1024,4,48,"re-readers","3","normcomp"
"1047150",2.8,1024,4,56,"readers","3","normcomp"
"1047151",2.8,1024,4,56,"re-readers","2","gammacomp"
"1047350",2.8,1024,4,64,"readers","3","gammacomp"
"1047351",2.8,1024,4,64,"re-readers","3","gammacomp"
"1047550",2.8,1024,8,1,"readers","5","lnormcomp"
"1047551",2.8,1024,8,1,"re-readers","5","lnormcomp"
"1047750",2.8,1024,8,8,"readers","4","lnormcomp"
"1047751",2.8,1024,8,8,"re-readers","3","lnormcomp"
"1047950",2.8,1024,8,16,"readers","4","normcomp"
"1047951",2.8,1024,8,16,"re-readers","2","normcomp"
"1048150",2.8,1024,8,24,"readers","2","lnormcomp"
"1048151",2.8,1024,8,24,"re-readers","3","normcomp"
"1048350",2.8,1024,8,32,"readers","2","lnormcomp"
"1048351",2.8,1024,8,32,"re-readers","2","lnormcomp"
"1048550",2.8,1024,8,40,"readers","2","gammacomp"
"1048551",2.8,1024,8,40,"re-readers","2","normcomp"
"1048750",2.8,1024,8,48,"readers","2","normcomp"
"1048751",2.8,1024,8,48,"re-readers","2","normcomp"
"1048950",2.8,1024,8,56,"readers","2","lnormcomp"
"1048951",2.8,1024,8,56,"re-readers","2","normcomp"
"1049034",2.8,1024,8,64,"readers","3","normcomp"
"1049035",2.8,1024,8,64,"re-readers","2","normcomp"
"1049234",2.8,1024,16,1,"readers","5","normcomp"
"1049235",2.8,1024,16,1,"re-readers","4","lnormcomp"
"1049434",2.8,1024,16,8,"readers","3","normcomp"
"1049435",2.8,1024,16,8,"re-readers","2","normcomp"
"1049634",2.8,1024,32,1,"readers","5","normcomp"
"1049635",2.8,1024,32,1,"re-readers","4","normcomp"
"1049754",2.8,1024,16,16,"readers","3","lnormcomp"
"1049755",2.8,1024,16,16,"re-readers","2","gammacomp"
"1049954",2.8,1024,16,24,"readers","2","gammacomp"
"1049955",2.8,1024,16,24,"re-readers","2","normcomp"
"1050154",2.8,1024,16,32,"readers","2","gammacomp"
"1050155",2.8,1024,16,32,"re-readers","2","gammacomp"
"1050354",2.8,1024,16,40,"readers","2","lnormcomp"
"1050355",2.8,1024,16,40,"re-readers","2","lnormcomp"
"1050554",2.8,1024,16,48,"readers","3","gammacomp"
"1050555",2.8,1024,16,48,"re-readers","2","gammacomp"
"1050754",2.8,1024,16,56,"readers","3","gammacomp"
"1050755",2.8,1024,16,56,"re-readers","2","lnormcomp"
"1050954",2.8,1024,16,64,"readers","2","gammacomp"
"1050955",2.8,1024,16,64,"re-readers","3","normcomp"
"1051350",2.8,1024,32,8,"readers","3","normcomp"
"1051351",2.8,1024,32,8,"re-readers","2","normcomp"
"1051550",2.8,1024,32,16,"readers","3","normcomp"
"1051551",2.8,1024,32,16,"re-readers","2","weibullcomp"
"1051750",2.8,1024,32,24,"readers","2","normcomp"
"1051751",2.8,1024,32,24,"re-readers","2","lnormcomp"
"1051950",2.8,1024,32,32,"readers","2","gammacomp"
"1051951",2.8,1024,32,32,"re-readers","2","normcomp"
"1052150",2.8,1024,32,40,"readers","3","lnormcomp"
"1052151",2.8,1024,32,40,"re-readers","2","normcomp"
"1052350",2.8,1024,32,48,"readers","2","gammacomp"
"1052351",2.8,1024,32,48,"re-readers","2","normcomp"
"1052550",2.8,1024,32,56,"readers","2","normcomp"
"1052551",2.8,1024,32,56,"re-readers","2","normcomp"
"1052750",2.8,1024,32,64,"readers","2","gammacomp"
"1052751",2.8,1024,32,64,"re-readers","2","normcomp"
"1052950",2.8,1024,64,1,"readers","5","normcomp"
"1052951",2.8,1024,64,1,"re-readers","5","normcomp"
"1053150",2.8,1024,64,8,"readers","3","normcomp"
"1053151",2.8,1024,64,8,"re-readers","2","normcomp"
"1053350",2.8,1024,64,16,"readers","3","gammacomp"
"1053351",2.8,1024,64,16,"re-readers","2","gammacomp"
"1053550",2.8,1024,64,24,"readers","2","gammacomp"
"1053551",2.8,1024,64,24,"re-readers","2","gammacomp"
"1053750",2.8,1024,64,32,"readers","2","gammacomp"
"1053751",2.8,1024,64,32,"re-readers","2","gammacomp"
"1053950",2.8,1024,64,40,"readers","2","gammacomp"
"1053951",2.8,1024,64,40,"re-readers","2","gammacomp"
"1054150",2.8,1024,64,48,"readers","3","normcomp"
"1054151",2.8,1024,64,48,"re-readers","2","normcomp"
"1054350",2.8,1024,64,56,"readers","3","lnormcomp"
"1054351",2.8,1024,64,56,"re-readers","2","normcomp"
"1054550",2.8,1024,64,64,"readers","3","normcomp"
"1054551",2.8,1024,64,64,"re-readers","2","normcomp"
"1054750",2.8,1024,128,1,"readers","5","lnormcomp"
"1054751",2.8,1024,128,1,"re-readers","5","lnormcomp"
"1054950",2.8,1024,128,8,"readers","3","normcomp"
"1054951",2.8,1024,128,8,"re-readers","2","normcomp"
"1055150",2.8,1024,128,16,"readers","3","normcomp"
"1055151",2.8,1024,128,16,"re-readers","3","normcomp"
"1055350",2.8,1024,128,24,"readers","2","normcomp"
"1055351",2.8,1024,128,24,"re-readers","2","normcomp"
"1055550",2.8,1024,128,32,"readers","2","normcomp"
"1055551",2.8,1024,128,32,"re-readers","2","lnormcomp"
"1055750",2.8,1024,128,40,"readers","2","lnormcomp"
"1055751",2.8,1024,128,40,"re-readers","2","normcomp"
"1055950",2.8,1024,128,48,"readers","2","normcomp"
"1055951",2.8,1024,128,48,"re-readers","2","normcomp"
"1056150",2.8,1024,128,56,"readers","2","normcomp"
"1056151",2.8,1024,128,56,"re-readers","2","normcomp"
