"","Frequency","File.Size","Record.Size","Num.Threads","Test","disnumcomp","disname"
"3017147",1.2,16,16,64,"readers","3","lnormcomp"
"3017148",1.2,16,16,64,"re-readers","5","lnormcomp"
"3017345",1.2,64,4,1,"initial_writers","3","normcomp"
"3017346",1.2,64,4,1,"rewriters","5","lnormcomp"
"3017347",1.2,64,4,1,"readers","5","lnormcomp"
"3017348",1.2,64,4,1,"re-readers","5","lnormcomp"
"3017545",1.2,64,4,8,"initial_writers","2","lnormcomp"
"3017546",1.2,64,4,8,"rewriters","4","lnormcomp"
"3017547",1.2,64,4,8,"readers","4","normcomp"
"3017548",1.2,64,4,8,"re-readers","4","normcomp"
"3017745",1.2,64,4,16,"initial_writers","2","normcomp"
"3017746",1.2,64,4,16,"rewriters","2","weibullcomp"
"3017747",1.2,64,4,16,"readers","2","gammacomp"
"3017748",1.2,64,4,16,"re-readers","2","lnormcomp"
"3017945",1.2,64,4,24,"initial_writers","2","normcomp"
"3017946",1.2,64,4,24,"rewriters","4","normcomp"
"3017947",1.2,64,4,24,"readers","2","gammacomp"
"3017948",1.2,64,4,24,"re-readers","2","weibullcomp"
"3018145",1.2,64,4,32,"initial_writers","2","normcomp"
"3018146",1.2,64,4,32,"rewriters","2","weibullcomp"
"3018147",1.2,64,4,32,"readers","2","weibullcomp"
"3018148",1.2,64,4,32,"re-readers","3","lnormcomp"
"3018345",1.2,64,4,40,"initial_writers","2","normcomp"
"3018346",1.2,64,4,40,"rewriters","3","normcomp"
"3018347",1.2,64,4,40,"readers","2","weibullcomp"
"3018348",1.2,64,4,40,"re-readers","2","lnormcomp"
"3018545",1.2,64,4,48,"initial_writers","2","normcomp"
"3018546",1.2,64,4,48,"rewriters","2","weibullcomp"
"3018547",1.2,64,4,48,"readers","2","weibullcomp"
"3018548",1.2,64,4,48,"re-readers","2","lnormcomp"
"3018745",1.2,64,4,56,"initial_writers","2","normcomp"
"3018746",1.2,64,4,56,"rewriters","3","normcomp"
"3018747",1.2,64,4,56,"readers","2","weibullcomp"
"3018748",1.2,64,4,56,"re-readers","2","weibullcomp"
"3018945",1.2,64,4,64,"initial_writers","2","normcomp"
"3018946",1.2,64,4,64,"rewriters","2","weibullcomp"
"3018947",1.2,64,4,64,"readers","2","weibullcomp"
"3018948",1.2,64,4,64,"re-readers","2","weibullcomp"
"3019145",1.2,64,16,1,"initial_writers","3","normcomp"
"3019146",1.2,64,16,1,"rewriters","5","normcomp"
"3019147",1.2,64,16,1,"readers","4","lnormcomp"
"3019148",1.2,64,16,1,"re-readers","5","normcomp"
"3019345",1.2,64,16,8,"initial_writers","2","normcomp"
"3019346",1.2,64,16,8,"rewriters","4","normcomp"
"3019347",1.2,64,16,8,"readers","3","normcomp"
"3019348",1.2,64,16,8,"re-readers","4","normcomp"
"3019545",1.2,64,16,16,"initial_writers","2","normcomp"
"3019546",1.2,64,16,16,"rewriters","4","normcomp"
"3019547",1.2,64,16,16,"readers","2","gammacomp"
"3019548",1.2,64,16,16,"re-readers","2","gammacomp"
"3019745",1.2,64,16,24,"initial_writers","2","normcomp"
"3019746",1.2,64,16,24,"rewriters","2","weibullcomp"
"3019747",1.2,64,16,24,"readers","2","gammacomp"
"3019748",1.2,64,16,24,"re-readers","2","gammacomp"
"3019945",1.2,64,16,32,"initial_writers","2","lnormcomp"
"3019946",1.2,64,16,32,"rewriters","2","weibullcomp"
"3019947",1.2,64,16,32,"readers","2","lnormcomp"
"3019948",1.2,64,16,32,"re-readers","2","gammacomp"
"3020145",1.2,64,16,40,"initial_writers","2","normcomp"
"3020146",1.2,64,16,40,"rewriters","3","lnormcomp"
"3020147",1.2,64,16,40,"readers","2","weibullcomp"
"3020148",1.2,64,16,40,"re-readers","2","gammacomp"
"3020345",1.2,64,16,48,"initial_writers","2","normcomp"
"3020346",1.2,64,16,48,"rewriters","3","normcomp"
"3020347",1.2,64,16,48,"readers","2","gammacomp"
"3020348",1.2,64,16,48,"re-readers","2","gammacomp"
"3020545",1.2,64,16,56,"initial_writers","2","lnormcomp"
"3020546",1.2,64,16,56,"rewriters","2","weibullcomp"
"3020547",1.2,64,16,56,"readers","2","gammacomp"
"3020548",1.2,64,16,56,"re-readers","2","gammacomp"
"3020745",1.2,64,16,64,"initial_writers","2","normcomp"
"3020746",1.2,64,16,64,"rewriters","2","weibullcomp"
"3020747",1.2,64,16,64,"readers","2","weibullcomp"
"3020748",1.2,64,16,64,"re-readers","2","weibullcomp"
"3020945",1.2,64,64,1,"initial_writers","2","normcomp"
"3020946",1.2,64,64,1,"rewriters","4","normcomp"
"3020947",1.2,64,64,1,"readers","4","lnormcomp"
"3020948",1.2,64,64,1,"re-readers","3","lnormcomp"
"3021145",1.2,64,64,8,"initial_writers","2","lnormcomp"
"3021146",1.2,64,64,8,"rewriters","5","lnormcomp"
"3021147",1.2,64,64,8,"readers","4","normcomp"
"3021148",1.2,64,64,8,"re-readers","5","normcomp"
"3021345",1.2,64,64,16,"initial_writers","2","lnormcomp"
"3021346",1.2,64,64,16,"rewriters","4","normcomp"
"3021347",1.2,64,64,16,"readers","3","lnormcomp"
"3021348",1.2,64,64,16,"re-readers","2","lnormcomp"
"3021545",1.2,64,64,24,"initial_writers","2","lnormcomp"
"3021546",1.2,64,64,24,"rewriters","4","normcomp"
"3021547",1.2,64,64,24,"readers","3","lnormcomp"
"3021548",1.2,64,64,24,"re-readers","2","lnormcomp"
"3021745",1.2,64,64,32,"initial_writers","2","lnormcomp"
"3021746",1.2,64,64,32,"rewriters","5","normcomp"
"3021747",1.2,64,64,32,"readers","4","lnormcomp"
"3021748",1.2,64,64,32,"re-readers","4","lnormcomp"
"3021945",1.2,64,64,40,"initial_writers","2","lnormcomp"
"3021946",1.2,64,64,40,"rewriters","5","normcomp"
"3021947",1.2,64,64,40,"readers","4","normcomp"
"3021948",1.2,64,64,40,"re-readers","3","lnormcomp"
"3022145",1.2,64,64,48,"initial_writers","2","lnormcomp"
"3022146",1.2,64,64,48,"rewriters","4","lnormcomp"
"3022147",1.2,64,64,48,"readers","3","lnormcomp"
"3022148",1.2,64,64,48,"re-readers","3","lnormcomp"
"3022345",1.2,64,64,56,"initial_writers","2","lnormcomp"
"3022346",1.2,64,64,56,"rewriters","4","normcomp"
"3022347",1.2,64,64,56,"readers","2","lnormcomp"
"3022348",1.2,64,64,56,"re-readers","3","normcomp"
"3022545",1.2,64,64,64,"initial_writers","2","lnormcomp"
"3022546",1.2,64,64,64,"rewriters","4","normcomp"
"3022547",1.2,64,64,64,"readers","2","lnormcomp"
"3022548",1.2,64,64,64,"re-readers","3","normcomp"
"3022745",1.2,256,4,1,"initial_writers","2","weibullcomp"
"3022746",1.2,256,4,1,"rewriters","5","normcomp"
"3022747",1.2,256,4,1,"readers","5","lnormcomp"
"3022748",1.2,256,4,1,"re-readers","5","normcomp"
"3022945",1.2,256,4,8,"initial_writers","2","lnormcomp"
"3022946",1.2,256,4,8,"rewriters","4","lnormcomp"
"3022947",1.2,256,4,8,"readers","2","gammacomp"
"3022948",1.2,256,4,8,"re-readers","2","gammacomp"
"3023145",1.2,256,4,16,"initial_writers","2","lnormcomp"
"3023146",1.2,256,4,16,"rewriters","2","lnormcomp"
"3023147",1.2,256,4,16,"readers","2","lnormcomp"
"3023148",1.2,256,4,16,"re-readers","2","weibullcomp"
"3023345",1.2,256,4,24,"initial_writers","2","normcomp"
"3023346",1.2,256,4,24,"rewriters","3","lnormcomp"
"3023347",1.2,256,4,24,"readers","2","normcomp"
"3023348",1.2,256,4,24,"re-readers","2","gammacomp"
"3023545",1.2,256,4,32,"initial_writers","2","lnormcomp"
"3023546",1.2,256,4,32,"rewriters","2","lnormcomp"
"3023547",1.2,256,4,32,"readers","2","lnormcomp"
"3023548",1.2,256,4,32,"re-readers","2","gammacomp"
"3023745",1.2,256,4,40,"initial_writers","2","lnormcomp"
"3023746",1.2,256,4,40,"rewriters","2","lnormcomp"
"3023747",1.2,256,4,40,"readers","2","gammacomp"
"3023748",1.2,256,4,40,"re-readers","2","weibullcomp"
"3023945",1.2,256,4,48,"initial_writers","2","lnormcomp"
"3023946",1.2,256,4,48,"rewriters","3","lnormcomp"
"3023947",1.2,256,4,48,"readers","2","gammacomp"
"3023948",1.2,256,4,48,"re-readers","2","gammacomp"
"3024145",1.2,256,4,56,"initial_writers","2","lnormcomp"
"3024146",1.2,256,4,56,"rewriters","2","lnormcomp"
"3024147",1.2,256,4,56,"readers","2","gammacomp"
"3024148",1.2,256,4,56,"re-readers","2","lnormcomp"
"3024345",1.2,256,4,64,"initial_writers","2","normcomp"
"3024346",1.2,256,4,64,"rewriters","2","lnormcomp"
"3024347",1.2,256,4,64,"readers","2","gammacomp"
"3024348",1.2,256,4,64,"re-readers","2","gammacomp"
"3024545",1.2,256,16,1,"initial_writers","2","normcomp"
"3024546",1.2,256,16,1,"rewriters","5","normcomp"
"3024547",1.2,256,16,1,"readers","5","normcomp"
"3024548",1.2,256,16,1,"re-readers","5","normcomp"
"3024745",1.2,256,16,8,"initial_writers","2","normcomp"
"3024746",1.2,256,16,8,"rewriters","2","lnormcomp"
"3024747",1.2,256,16,8,"readers","2","lnormcomp"
"3024748",1.2,256,16,8,"re-readers","2","gammacomp"
"3024945",1.2,256,16,16,"initial_writers","2","lnormcomp"
"3024946",1.2,256,16,16,"rewriters","2","normcomp"
"3024947",1.2,256,16,16,"readers","2","weibullcomp"
"3024948",1.2,256,16,16,"re-readers","2","gammacomp"
"3025145",1.2,256,16,24,"initial_writers","2","normcomp"
"3025146",1.2,256,16,24,"rewriters","4","lnormcomp"
"3025147",1.2,256,16,24,"readers","2","gammacomp"
"3025148",1.2,256,16,24,"re-readers","2","gammacomp"
"3025229",1.2,256,16,32,"initial_writers","2","normcomp"
"3025230",1.2,256,16,32,"rewriters","2","lnormcomp"
"3025231",1.2,256,16,32,"readers","2","gammacomp"
"3025232",1.2,256,16,32,"re-readers","2","gammacomp"
"3025429",1.2,256,16,40,"initial_writers","2","lnormcomp"
"3025430",1.2,256,16,40,"rewriters","2","lnormcomp"
"3025431",1.2,256,16,40,"readers","2","gammacomp"
"3025432",1.2,256,16,40,"re-readers","2","lnormcomp"
"3025629",1.2,256,16,48,"initial_writers","2","lnormcomp"
"3025630",1.2,256,16,48,"rewriters","2","lnormcomp"
"3025631",1.2,256,16,48,"readers","2","gammacomp"
"3025632",1.2,256,16,48,"re-readers","2","gammacomp"
"3025829",1.2,256,16,56,"initial_writers","2","normcomp"
"3025830",1.2,256,16,56,"rewriters","2","lnormcomp"
"3025831",1.2,256,16,56,"readers","2","normcomp"
"3025832",1.2,256,16,56,"re-readers","2","lnormcomp"
"3026029",1.2,256,16,64,"initial_writers","2","normcomp"
"3026030",1.2,256,16,64,"rewriters","2","lnormcomp"
"3026031",1.2,256,16,64,"readers","2","gammacomp"
"3026032",1.2,256,16,64,"re-readers","2","gammacomp"
"3026229",1.2,256,64,1,"initial_writers","2","lnormcomp"
"3026230",1.2,256,64,1,"rewriters","5","normcomp"
"3026231",1.2,256,64,1,"readers","5","normcomp"
"3026232",1.2,256,64,1,"re-readers","5","lnormcomp"
"3026545",1.2,256,64,8,"initial_writers","2","normcomp"
"3026546",1.2,256,64,8,"rewriters","2","lnormcomp"
"3026547",1.2,256,64,8,"readers","2","weibullcomp"
"3026548",1.2,256,64,8,"re-readers","2","lnormcomp"
"3026745",1.2,256,64,16,"initial_writers","2","normcomp"
"3026746",1.2,256,64,16,"rewriters","2","gammacomp"
"3026747",1.2,256,64,16,"readers","2","gammacomp"
"3026748",1.2,256,64,16,"re-readers","2","weibullcomp"
"3026945",1.2,256,64,24,"initial_writers","2","normcomp"
"3026946",1.2,256,64,24,"rewriters","3","lnormcomp"
"3026947",1.2,256,64,24,"readers","2","gammacomp"
"3026948",1.2,256,64,24,"re-readers","2","weibullcomp"
"3027145",1.2,256,64,32,"initial_writers","2","normcomp"
"3027146",1.2,256,64,32,"rewriters","5","normcomp"
"3027147",1.2,256,64,32,"readers","2","weibullcomp"
"3027148",1.2,256,64,32,"re-readers","2","weibullcomp"
"3027345",1.2,256,64,40,"initial_writers","2","normcomp"
"3027346",1.2,256,64,40,"rewriters","3","lnormcomp"
"3027347",1.2,256,64,40,"readers","2","gammacomp"
"3027348",1.2,256,64,40,"re-readers","2","weibullcomp"
"3027545",1.2,256,64,48,"initial_writers","2","lnormcomp"
"3027546",1.2,256,64,48,"rewriters","3","normcomp"
"3027547",1.2,256,64,48,"readers","2","weibullcomp"
"3027548",1.2,256,64,48,"re-readers","2","weibullcomp"
"3027745",1.2,256,64,56,"initial_writers","2","normcomp"
"3027746",1.2,256,64,56,"rewriters","3","normcomp"
"3027747",1.2,256,64,56,"readers","2","gammacomp"
"3027748",1.2,256,64,56,"re-readers","2","weibullcomp"
"3027945",1.2,256,64,64,"initial_writers","2","normcomp"
"3027946",1.2,256,64,64,"rewriters","2","weibullcomp"
"3027947",1.2,256,64,64,"readers","2","gammacomp"
"3027948",1.2,256,64,64,"re-readers","2","normcomp"
"3028145",1.2,256,256,1,"initial_writers","2","lnormcomp"
"3028146",1.2,256,256,1,"rewriters","5","normcomp"
"3028147",1.2,256,256,1,"readers","5","normcomp"
"3028148",1.2,256,256,1,"re-readers","3","normcomp"
"3028345",1.2,256,256,8,"initial_writers","3","lnormcomp"
"3028346",1.2,256,256,8,"rewriters","4","lnormcomp"
"3028347",1.2,256,256,8,"readers","4","lnormcomp"
"3028348",1.2,256,256,8,"re-readers","4","lnormcomp"
"3028545",1.2,256,256,16,"initial_writers","2","lnormcomp"
"3028546",1.2,256,256,16,"rewriters","3","normcomp"
"3028547",1.2,256,256,16,"readers","4","normcomp"
"3028548",1.2,256,256,16,"re-readers","2","lnormcomp"
"3028745",1.2,256,256,24,"initial_writers","2","lnormcomp"
"3028746",1.2,256,256,24,"rewriters","3","normcomp"
"3028747",1.2,256,256,24,"readers","2","lnormcomp"
"3028748",1.2,256,256,24,"re-readers","3","normcomp"
"3028945",1.2,256,256,32,"initial_writers","3","normcomp"
"3028946",1.2,256,256,32,"rewriters","3","normcomp"
"3028947",1.2,256,256,32,"readers","2","lnormcomp"
"3028948",1.2,256,256,32,"re-readers","2","lnormcomp"
"3029145",1.2,256,256,40,"initial_writers","3","lnormcomp"
"3029146",1.2,256,256,40,"rewriters","4","lnormcomp"
"3029147",1.2,256,256,40,"readers","2","lnormcomp"
"3029148",1.2,256,256,40,"re-readers","2","lnormcomp"
"3029345",1.2,256,256,48,"initial_writers","3","normcomp"
"3029346",1.2,256,256,48,"rewriters","3","normcomp"
"3029347",1.2,256,256,48,"readers","2","gammacomp"
"3029348",1.2,256,256,48,"re-readers","2","lnormcomp"
"3029545",1.2,256,256,56,"initial_writers","3","lnormcomp"
"3029546",1.2,256,256,56,"rewriters","3","lnormcomp"
"3029547",1.2,256,256,56,"readers","4","lnormcomp"
"3029548",1.2,256,256,56,"re-readers","2","gammacomp"
"3029745",1.2,256,256,64,"initial_writers","3","lnormcomp"
"3029746",1.2,256,256,64,"rewriters","3","lnormcomp"
"3029747",1.2,256,256,64,"readers","3","lnormcomp"
"3029748",1.2,256,256,64,"re-readers","2","lnormcomp"
"3029945",1.2,1024,4,1,"initial_writers","3","normcomp"
"3029946",1.2,1024,4,1,"rewriters","5","normcomp"
"3029947",1.2,1024,4,1,"readers","4","lnormcomp"
"3029948",1.2,1024,4,1,"re-readers","5","normcomp"
"3030145",1.2,1024,4,8,"initial_writers","2","normcomp"
"3030146",1.2,1024,4,8,"rewriters","4","normcomp"
"3030147",1.2,1024,4,8,"readers","2","gammacomp"
"3030148",1.2,1024,4,8,"re-readers","2","normcomp"
"3030345",1.2,1024,4,16,"initial_writers","2","normcomp"
"3030346",1.2,1024,4,16,"rewriters","4","normcomp"
"3030347",1.2,1024,4,16,"readers","2","gammacomp"
"3030348",1.2,1024,4,16,"re-readers","2","gammacomp"
"3030545",1.2,1024,4,24,"initial_writers","2","lnormcomp"
"3030546",1.2,1024,4,24,"rewriters","2","lnormcomp"
"3030547",1.2,1024,4,24,"readers","2","lnormcomp"
"3030548",1.2,1024,4,24,"re-readers","2","gammacomp"
"3030745",1.2,1024,4,32,"initial_writers","2","normcomp"
"3030746",1.2,1024,4,32,"rewriters","3","lnormcomp"
"3030747",1.2,1024,4,32,"readers","2","lnormcomp"
"3030748",1.2,1024,4,32,"re-readers","2","gammacomp"
"3030945",1.2,1024,4,40,"initial_writers","2","lnormcomp"
"3030946",1.2,1024,4,40,"rewriters","3","lnormcomp"
"3030947",1.2,1024,4,40,"readers","2","lnormcomp"
"3030948",1.2,1024,4,40,"re-readers","2","lnormcomp"
"3031145",1.2,1024,4,48,"initial_writers","2","lnormcomp"
"3031146",1.2,1024,4,48,"rewriters","4","normcomp"
"3031147",1.2,1024,4,48,"readers","2","lnormcomp"
"3031148",1.2,1024,4,48,"re-readers","2","gammacomp"
"3031345",1.2,1024,4,56,"initial_writers","2","normcomp"
"3031346",1.2,1024,4,56,"rewriters","4","lnormcomp"
"3031347",1.2,1024,4,56,"readers","3","lnormcomp"
"3031348",1.2,1024,4,56,"re-readers","2","lnormcomp"
"3031545",1.2,1024,4,64,"initial_writers","2","normcomp"
"3031546",1.2,1024,4,64,"rewriters","3","lnormcomp"
"3031547",1.2,1024,4,64,"readers","3","normcomp"
"3031548",1.2,1024,4,64,"re-readers","2","gammacomp"
"3031745",1.2,1024,16,1,"initial_writers","2","lnormcomp"
"3031746",1.2,1024,16,1,"rewriters","5","normcomp"
"3031747",1.2,1024,16,1,"readers","5","normcomp"
"3031748",1.2,1024,16,1,"re-readers","4","lnormcomp"
"3031945",1.2,1024,16,8,"initial_writers","2","lnormcomp"
"3031946",1.2,1024,16,8,"rewriters","4","normcomp"
"3031947",1.2,1024,16,8,"readers","2","weibullcomp"
"3031948",1.2,1024,16,8,"re-readers","2","normcomp"
"3032145",1.2,1024,16,16,"initial_writers","2","normcomp"
"3032146",1.2,1024,16,16,"rewriters","3","lnormcomp"
"3032147",1.2,1024,16,16,"readers","2","gammacomp"
"3032148",1.2,1024,16,16,"re-readers","2","lnormcomp"
"3032345",1.2,1024,16,24,"initial_writers","2","normcomp"
"3032346",1.2,1024,16,24,"rewriters","2","lnormcomp"
"3032347",1.2,1024,16,24,"readers","2","gammacomp"
"3032348",1.2,1024,16,24,"re-readers","2","gammacomp"
"3032545",1.2,1024,16,32,"initial_writers","2","normcomp"
"3032546",1.2,1024,16,32,"rewriters","4","lnormcomp"
"3032547",1.2,1024,16,32,"readers","2","lnormcomp"
"3032548",1.2,1024,16,32,"re-readers","2","lnormcomp"
"3032745",1.2,1024,16,40,"initial_writers","2","lnormcomp"
"3032746",1.2,1024,16,40,"rewriters","4","lnormcomp"
"3032747",1.2,1024,16,40,"readers","2","lnormcomp"
"3032748",1.2,1024,16,40,"re-readers","2","normcomp"
"3032945",1.2,1024,16,48,"initial_writers","2","normcomp"
"3032946",1.2,1024,16,48,"rewriters","3","lnormcomp"
"3032947",1.2,1024,16,48,"readers","2","lnormcomp"
"3032948",1.2,1024,16,48,"re-readers","2","gammacomp"
"3033145",1.2,1024,16,56,"initial_writers","2","normcomp"
"3033146",1.2,1024,16,56,"rewriters","2","lnormcomp"
"3033147",1.2,1024,16,56,"readers","2","lnormcomp"
"3033148",1.2,1024,16,56,"re-readers","2","gammacomp"
"3033345",1.2,1024,16,64,"initial_writers","2","normcomp"
"3033346",1.2,1024,16,64,"rewriters","3","lnormcomp"
"3033347",1.2,1024,16,64,"readers","2","lnormcomp"
"3033348",1.2,1024,16,64,"re-readers","2","lnormcomp"
"3033545",1.2,1024,64,1,"initial_writers","2","lnormcomp"
"3033546",1.2,1024,64,1,"rewriters","5","normcomp"
"3033547",1.2,1024,64,1,"readers","5","lnormcomp"
"3033548",1.2,1024,64,1,"re-readers","3","normcomp"
"3033745",1.2,1024,64,8,"initial_writers","2","normcomp"
"3033746",1.2,1024,64,8,"rewriters","5","lnormcomp"
"3033747",1.2,1024,64,8,"readers","2","weibullcomp"
"3033748",1.2,1024,64,8,"re-readers","2","weibullcomp"
"3033945",1.2,1024,64,16,"initial_writers","2","normcomp"
"3033946",1.2,1024,64,16,"rewriters","2","lnormcomp"
"3033947",1.2,1024,64,16,"readers","2","gammacomp"
"3033948",1.2,1024,64,16,"re-readers","2","normcomp"
"3034145",1.2,1024,64,24,"initial_writers","2","lnormcomp"
"3034146",1.2,1024,64,24,"rewriters","2","lnormcomp"
"3034147",1.2,1024,64,24,"readers","2","gammacomp"
"3034148",1.2,1024,64,24,"re-readers","2","normcomp"
"3034345",1.2,1024,64,32,"initial_writers","2","normcomp"
"3034346",1.2,1024,64,32,"rewriters","3","lnormcomp"
"3034347",1.2,1024,64,32,"readers","2","gammacomp"
"3034348",1.2,1024,64,32,"re-readers","2","weibullcomp"
"3034545",1.2,1024,64,40,"initial_writers","2","normcomp"
"3034546",1.2,1024,64,40,"rewriters","3","lnormcomp"
"3034547",1.2,1024,64,40,"readers","2","lnormcomp"
"3034548",1.2,1024,64,40,"re-readers","2","gammacomp"
"3034745",1.2,1024,64,48,"initial_writers","2","normcomp"
"3034746",1.2,1024,64,48,"rewriters","4","lnormcomp"
"3034747",1.2,1024,64,48,"readers","3","gammacomp"
"3034748",1.2,1024,64,48,"re-readers","2","normcomp"
"3034945",1.2,1024,64,56,"initial_writers","2","lnormcomp"
"3034946",1.2,1024,64,56,"rewriters","2","lnormcomp"
"3034947",1.2,1024,64,56,"readers","2","lnormcomp"
"3034948",1.2,1024,64,56,"re-readers","2","lnormcomp"
"3035145",1.2,1024,64,64,"initial_writers","3","normcomp"
"3035146",1.2,1024,64,64,"rewriters","2","lnormcomp"
"3035147",1.2,1024,64,64,"readers","3","normcomp"
"3035148",1.2,1024,64,64,"re-readers","2","normcomp"
"3035345",1.2,1024,256,1,"initial_writers","2","lnormcomp"
"3035346",1.2,1024,256,1,"rewriters","5","lnormcomp"
"3035347",1.2,1024,256,1,"readers","4","normcomp"
"3035348",1.2,1024,256,1,"re-readers","5","lnormcomp"
"3035545",1.2,1024,256,8,"initial_writers","2","lnormcomp"
"3035546",1.2,1024,256,8,"rewriters","3","lnormcomp"
"3035547",1.2,1024,256,8,"readers","2","gammacomp"
"3035548",1.2,1024,256,8,"re-readers","2","normcomp"
"3035745",1.2,1024,256,16,"initial_writers","2","lnormcomp"
"3035746",1.2,1024,256,16,"rewriters","2","lnormcomp"
"3035747",1.2,1024,256,16,"readers","2","normcomp"
"3035748",1.2,1024,256,16,"re-readers","2","weibullcomp"
"3035945",1.2,1024,256,24,"initial_writers","2","normcomp"
"3035946",1.2,1024,256,24,"rewriters","2","lnormcomp"
"3035947",1.2,1024,256,24,"readers","2","lnormcomp"
"3035948",1.2,1024,256,24,"re-readers","2","lnormcomp"
"3036145",1.2,1024,256,32,"initial_writers","2","normcomp"
"3036146",1.2,1024,256,32,"rewriters","2","lnormcomp"
"3036147",1.2,1024,256,32,"readers","2","weibullcomp"
"3036148",1.2,1024,256,32,"re-readers","2","gammacomp"
"3036345",1.2,1024,256,40,"initial_writers","2","normcomp"
"3036346",1.2,1024,256,40,"rewriters","2","lnormcomp"
"3036347",1.2,1024,256,40,"readers","2","weibullcomp"
"3036348",1.2,1024,256,40,"re-readers","2","gammacomp"
"3036545",1.2,1024,256,48,"initial_writers","2","normcomp"
"3036546",1.2,1024,256,48,"rewriters","2","lnormcomp"
"3036547",1.2,1024,256,48,"readers","2","normcomp"
"3036548",1.2,1024,256,48,"re-readers","2","weibullcomp"
"3036745",1.2,1024,256,56,"initial_writers","2","normcomp"
"3036746",1.2,1024,256,56,"rewriters","3","lnormcomp"
"3036747",1.2,1024,256,56,"readers","2","weibullcomp"
"3036748",1.2,1024,256,56,"re-readers","2","weibullcomp"
"3036945",1.2,1024,256,64,"initial_writers","2","normcomp"
"3036946",1.2,1024,256,64,"rewriters","2","lnormcomp"
"3036947",1.2,1024,256,64,"readers","2","gammacomp"
"3036948",1.2,1024,256,64,"re-readers","2","weibullcomp"
"3037145",1.2,1024,1024,1,"initial_writers","2","lnormcomp"
"3037146",1.2,1024,1024,1,"rewriters","4","normcomp"
"3037147",1.2,1024,1024,1,"readers","4","normcomp"
"3037148",1.2,1024,1024,1,"re-readers","5","lnormcomp"
"3037345",1.2,1024,1024,8,"initial_writers","3","lnormcomp"
"3037346",1.2,1024,1024,8,"rewriters","3","lnormcomp"
"3037347",1.2,1024,1024,8,"readers","2","normcomp"
"3037348",1.2,1024,1024,8,"re-readers","2","lnormcomp"
"3037545",1.2,1024,1024,16,"initial_writers","2","lnormcomp"
"3037546",1.2,1024,1024,16,"rewriters","2","normcomp"
"3037547",1.2,1024,1024,16,"readers","2","weibullcomp"
"3037548",1.2,1024,1024,16,"re-readers","2","normcomp"
"3037745",1.2,1024,1024,24,"initial_writers","3","normcomp"
"3037746",1.2,1024,1024,24,"rewriters","2","weibullcomp"
"3037747",1.2,1024,1024,24,"readers","2","gammacomp"
"3037748",1.2,1024,1024,24,"re-readers","2","normcomp"
"3037945",1.2,1024,1024,32,"initial_writers","2","lnormcomp"
"3037946",1.2,1024,1024,32,"rewriters","3","lnormcomp"
"3037947",1.2,1024,1024,32,"readers","2","gammacomp"
"3037948",1.2,1024,1024,32,"re-readers","2","normcomp"
"3038145",1.2,1024,1024,40,"initial_writers","2","lnormcomp"
"3038146",1.2,1024,1024,40,"rewriters","3","lnormcomp"
"3038147",1.2,1024,1024,40,"readers","2","lnormcomp"
"3038148",1.2,1024,1024,40,"re-readers","2","normcomp"
"3038345",1.2,1024,1024,48,"initial_writers","2","lnormcomp"
"3038346",1.2,1024,1024,48,"rewriters","2","weibullcomp"
"3038347",1.2,1024,1024,48,"readers","2","weibullcomp"
"3038348",1.2,1024,1024,48,"re-readers","2","weibullcomp"
"3038545",1.2,1024,1024,56,"initial_writers","4","lnormcomp"
"3038546",1.2,1024,1024,56,"rewriters","5","lnormcomp"
"3038547",1.2,1024,1024,56,"readers","2","lnormcomp"
"3038548",1.2,1024,1024,56,"re-readers","3","lnormcomp"
"3038745",1.2,1024,1024,64,"initial_writers","4","normcomp"
"3038746",1.2,1024,1024,64,"rewriters","5","lnormcomp"
"3038747",1.2,1024,1024,64,"readers","2","lnormcomp"
"3038748",1.2,1024,1024,64,"re-readers","2","weibullcomp"
"3038945",1.2,4096,4,1,"initial_writers","4","weibullcomp"
"3038946",1.2,4096,4,1,"rewriters","5","normcomp"
"3038947",1.2,4096,4,1,"readers","4","lnormcomp"
"3038948",1.2,4096,4,1,"re-readers","4","lnormcomp"
"3039145",1.2,4096,4,8,"initial_writers","2","lnormcomp"
"3039146",1.2,4096,4,8,"rewriters","3","normcomp"
"3039147",1.2,4096,4,8,"readers","2","normcomp"
"3039148",1.2,4096,4,8,"re-readers","2","normcomp"
"3039345",1.2,4096,4,16,"initial_writers","2","lnormcomp"
"3039346",1.2,4096,4,16,"rewriters","2","normcomp"
"3039347",1.2,4096,4,16,"readers","2","normcomp"
"3039348",1.2,4096,4,16,"re-readers","2","normcomp"
"3039545",1.2,4096,4,24,"initial_writers","2","normcomp"
"3039546",1.2,4096,4,24,"rewriters","2","normcomp"
"3039547",1.2,4096,4,24,"readers","2","lnormcomp"
"3039548",1.2,4096,4,24,"re-readers","2","lnormcomp"
"3039745",1.2,4096,4,32,"initial_writers","2","lnormcomp"
"3039746",1.2,4096,4,32,"rewriters","2","normcomp"
"3039747",1.2,4096,4,32,"readers","2","lnormcomp"
"3039748",1.2,4096,4,32,"re-readers","2","lnormcomp"
"3039945",1.2,4096,4,40,"initial_writers","2","normcomp"
"3039946",1.2,4096,4,40,"rewriters","2","lnormcomp"
"3039947",1.2,4096,4,40,"readers","2","lnormcomp"
